"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0M710","2019-09-18 17:00:00","15.000","4.000","7.900","28.000","0.720","1005.400","-99.000","0.000","16.800","9.000","","30.500","","24.800",""
"C0V490","2019-09-18 17:00:00","20.000","197.000","1.600","29.200","0.790","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.900",""
"C0E870","2019-09-18 17:00:00","34.000","47.000","5.600","27.100","0.620","1007.000","-99.000","0.000","15.900","73.000","","30.600","","25.300",""
"C0M800","2019-09-18 17:00:00","440.000","0.000","0.000","26.400","0.790","958.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.300",""
"C0A570","2019-09-18 17:00:00","360.000","0.000","0.000","21.300","0.980","973.000","-99.000","13.500","-99.000","-99.000","-99.000","23.900","","20.700",""
"C0S790","2019-09-18 17:00:00","236.000","2.000","1.300","25.500","0.880","982.900","-99.000","0.000","6.700","76.000","","30.700","","21.700",""
"C0D590","2019-09-18 17:00:00","143.000","51.000","3.700","25.600","0.700","996.000","-99.000","0.500","12.400","52.000","","28.400","","23.200",""
"C0U990","2019-09-18 17:00:00","31.000","219.000","0.800","24.600","0.880","1009.900","-99.000","2.000","-99.000","-99.000","-99.000","30.100","","24.200",""
"C0M700","2019-09-18 17:00:00","150.000","339.000","0.600","29.000","0.730","990.400","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","23.300",""
"C0A970","2019-09-18 17:00:00","96.000","9.000","14.400","25.300","0.800","1000.900","-99.000","2.500","21.300","10.000","","26.400","","23.500",""
"CM0110","2019-09-18 17:00:00","7.000","35.000","7.200","27.500","0.680","1006.500","-99.000","0.000","14.600","28.000","","29.600","","25.500",""
"C0S940","2019-09-18 17:00:00","150.000","19.000","5.600","26.500","0.770","991.500","-99.000","0.000","12.400","9.000","","29.300","","24.800",""
"C0X250","2019-09-18 17:00:00","33.000","15.000","2.800","29.100","0.700","1003.100","-99.000","0.000","10.300","11.000","","32.400","","24.000",""
"C0K520","2019-09-18 17:00:00","10.000","10.000","5.600","28.000","0.700","1005.000","-99.000","0.000","15.500","14.000","","30.500","","24.900",""
"C0Z200","2019-09-18 17:00:00","153.000","293.000","0.900","26.200","0.800","993.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.400",""
"C0V790","2019-09-18 17:00:00","410.000","265.000","2.700","26.500","0.770","961.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.900",""
"C0G860","2019-09-18 17:00:00","45.000","354.000","2.500","30.100","0.590","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","24.600",""
"C0F0A0","2019-09-18 17:00:00","3587.000","225.000","1.300","6.800","0.440","664.800","-99.000","0.000","-99.000","-99.000","-99.000","13.500","","3.200",""
"C0Z250","2019-09-18 17:00:00","1124.000","17.000","0.500","18.900","0.990","888.500","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","16.500",""
"C0K440","2019-09-18 17:00:00","35.000","347.000","7.700","28.000","0.690","1002.900","-99.000","0.000","15.000","350.000","","30.300","","23.800",""
"C0T900","2019-09-18 17:00:00","160.000","121.000","0.700","26.000","0.720","990.200","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","21.500",""
"C0F9V0","2019-09-18 17:00:00","525.000","10.000","3.900","26.100","0.750","951.900","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","20.300",""
"C0M850","2019-09-18 17:00:00","695.000","0.000","0.000","24.800","0.830","929.800","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","20.800",""
"C0G790","2019-09-18 17:00:00","27.000","12.000","2.600","29.600","0.590","1005.900","-99.000","0.000","7.800","9.000","","33.700","","25.300",""
"C0C620","2019-09-18 17:00:00","19.000","37.000","4.300","25.100","0.780","1009.000","-99.000","2.000","11.300","31.000","","28.500","","23.700",""
"C0I360","2019-09-18 17:00:00","300.000","255.000","2.900","28.900","0.640","972.100","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.800",""
"C0M810","2019-09-18 17:00:00","1354.000","0.000","0.000","19.600","0.980","863.000","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","17.000",""
"C0AC80","2019-09-18 17:00:00","40.000","55.000","0.800","24.400","0.830","1007.900","-99.000","2.500","-99.000","-99.000","-99.000","27.700","","23.600",""
"CM0140","2019-09-18 17:00:00","26.000","65.000","4.000","28.400","0.680","1006.200","-99.000","0.000","11.500","44.000","","30.600","","27.000",""
"C0SA20","2019-09-18 17:00:00","857.000","9.000","2.300","20.900","1.000","914.900","-99.000","0.000","12.500","34.000","","23.600","","19.100",""
"C0K490","2019-09-18 17:00:00","91.000","346.000","1.100","29.700","0.640","996.100","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","23.200",""
"C0V820","2019-09-18 17:00:00","441.000","206.000","0.900","25.200","0.930","960.100","-99.000","0.500","-99.000","-99.000","-99.000","30.400","","21.400",""
"C0S810","2019-09-18 17:00:00","65.000","32.000","3.300","27.500","0.760","1003.600","-99.000","0.000","10.800","35.000","","31.600","","24.200",""
"C0R580","2019-09-18 17:00:00","10.000","175.000","1.800","30.000","-99.000","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.900",""
"C0Z330","2019-09-18 17:00:00","488.000","349.000","2.000","24.000","0.790","956.900","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","21.000",""
"C0E590","2019-09-18 17:00:00","40.000","43.000","3.100","27.200","0.670","1003.300","-99.000","0.000","12.600","63.000","","30.900","","24.700",""
"C0D540","2019-09-18 17:00:00","227.000","50.000","3.400","23.700","0.840","986.700","-99.000","0.000","10.000","48.000","","28.900","","21.900",""
"C0K420","2019-09-18 17:00:00","42.000","14.000","4.100","28.600","0.640","1001.800","-99.000","0.000","11.200","348.000","","31.600","","23.900",""
"C0Z180","2019-09-18 17:00:00","34.000","32.000","4.800","28.400","0.630","1004.800","-99.000","0.000","15.400","35.000","","32.500","","23.600",""
"C0AD10","2019-09-18 17:00:00","27.000","31.000","4.200","26.800","0.620","1009.000","-99.000","3.500","10.200","45.000","","28.600","","24.300",""
"C0M720","2019-09-18 17:00:00","225.000","306.000","2.900","27.500","0.750","981.300","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","22.500",""
"C0V450","2019-09-18 17:00:00","51.000","215.000","1.400","29.400","0.670","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","25.100",""
"C0R280","2019-09-18 17:00:00","242.000","61.000","2.100","25.600","-99.000","979.800","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","21.800",""
"C0E610","2019-09-18 17:00:00","850.000","14.000","1.600","21.500","0.790","915.800","-99.000","0.000","8.500","10.000","","25.200","","18.300",""
"C0V610","2019-09-18 17:00:00","22.000","193.000","2.600","29.900","0.770","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.600",""
"C0Z310","2019-09-18 17:00:00","59.000","312.000","1.800","29.000","0.580","1001.400","-99.000","0.000","12.600","297.000","","33.300","","24.100",""
"C0S700","2019-09-18 17:00:00","507.000","55.000","1.200","24.300","0.840","953.500","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","20.700",""
"C0T9G0","2019-09-18 17:00:00","605.000","45.000","1.200","21.700","0.990","944.900","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","20.400",""
"C0U520","2019-09-18 17:00:00","517.000","295.000","0.600","21.000","0.990","957.400","-99.000","0.500","-99.000","-99.000","-99.000","25.300","","20.000",""
"C0E750","2019-09-18 17:00:00","62.000","58.000","4.300","27.300","0.610","1001.000","-99.000","0.000","16.300","55.000","","30.500","","25.200",""
"C0G660","2019-09-18 17:00:00","27.000","5.000","4.800","29.300","0.610","1005.600","-99.000","0.000","11.900","355.000","","32.400","","24.500",""
"C0W140","2019-09-18 17:00:00","21.000","68.000","6.100","29.300","0.490","1009.100","-99.000","0.000","13.400","75.000","","31.200","","25.600",""
"C0U720","2019-09-18 17:00:00","1260.000","36.000","1.400","18.000","0.990","887.800","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","17.500",""
"C0R690","2019-09-18 17:00:00","248.000","14.000","2.100","26.300","-99.000","979.100","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.200",""
"C0X150","2019-09-18 17:00:00","18.000","19.000","4.500","29.500","0.710","1005.800","-99.000","0.000","10.800","11.000","","32.800","","24.500",""
"C0Z050","2019-09-18 17:00:00","830.000","0.000","0.100","21.900","0.820","920.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.500",""
"C0I090","2019-09-18 17:00:00","910.000","267.000","1.600","24.300","0.820","909.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","20.300",""
"C0X240","2019-09-18 17:00:00","394.000","37.000","0.900","27.100","0.800","963.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","21.700",""
"C0S990","2019-09-18 17:00:00","409.000","23.000","6.700","25.000","0.890","963.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","23.100",""
"C0E850","2019-09-18 17:00:00","104.000","54.000","3.300","26.100","0.710","997.700","-99.000","0.000","11.600","50.000","","29.700","","24.200",""
"C0T9B0","2019-09-18 17:00:00","558.000","196.000","1.200","23.600","0.800","948.700","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","20.900",""
"C0G650","2019-09-18 17:00:00","34.000","1.000","2.400","29.500","0.620","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","23.800",""
"C0K580","2019-09-18 17:00:00","26.000","4.000","3.500","28.800","0.650","1004.800","-99.000","0.000","9.300","8.000","","32.400","","24.000",""
"C0X050","2019-09-18 17:00:00","25.000","26.000","4.900","28.600","0.740","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","23.400",""
"CM0100","2019-09-18 17:00:00","25.000","30.000","3.000","26.700","0.640","1008.600","-99.000","3.500","10.500","36.000","","29.200","","25.000",""
"C0AC70","2019-09-18 17:00:00","71.000","14.000","1.400","26.400","0.670","1004.300","-99.000","4.000","6.600","24.000","","28.500","","24.600",""
"CM0130","2019-09-18 17:00:00","11.000","350.000","7.500","28.500","0.710","1006.300","-99.000","0.000","12.900","349.000","","29.900","","25.500",""
"C0W110","2019-09-18 17:00:00","16.000","37.000","7.500","-99.000","-99.000","1011.000","-99.000","0.000","15.500","55.000","","-999.000","","-999.000",""
"C0R670","2019-09-18 17:00:00","26.000","65.000","2.600","28.800","-99.000","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.800",""
"C0X120","2019-09-18 17:00:00","28.000","349.000","4.500","29.200","0.690","1004.500","-99.000","0.000","11.600","339.000","","32.800","","24.300",""
"C0R100","2019-09-18 17:00:00","1006.000","219.000","1.400","20.900","0.990","899.600","-99.000","0.500","-99.000","-99.000","-99.000","26.300","","18.500",""
"C0C700","2019-09-18 17:00:00","151.000","63.000","2.600","25.300","0.710","995.500","-99.000","6.000","9.100","48.000","","27.900","","23.600",""
"C0W130","2019-09-18 17:00:00","18.000","19.000","9.500","27.000","0.740","1005.400","-99.000","0.000","20.000","3.000","","28.400","","26.200",""
"C0F9R0","2019-09-18 17:00:00","20.000","48.000","9.300","28.100","0.760","1005.800","-99.000","0.000","21.600","40.000","","30.600","","25.400",""
"C0V660","2019-09-18 17:00:00","25.000","214.000","3.300","29.600","0.780","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.200",""
"C0O980","2019-09-18 17:00:00","18.000","4.000","2.900","29.400","0.680","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","23.700",""
"C0C590","2019-09-18 17:00:00","72.000","34.000","3.400","25.300","0.720","1003.200","-99.000","4.500","11.000","42.000","","28.000","","23.300",""
"C0I520","2019-09-18 17:00:00","3860.000","-99.000","-99.000","9.200","0.410","642.400","-99.000","-99.000","-99.000","-99.000","-99.000","13.700","","6.400",""
"C0E530","2019-09-18 17:00:00","341.000","40.000","3.900","24.600","0.760","970.000","-99.000","0.000","13.600","65.000","","28.800","","22.400",""
"C0M790","2019-09-18 17:00:00","15.000","20.000","3.600","28.800","0.650","1003.900","-99.000","0.000","9.600","10.000","","32.400","","24.400",""
"C0R130","2019-09-18 17:00:00","1040.000","259.000","1.300","20.900","0.990","893.500","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","18.800",""
"C0AH30","2019-09-18 17:00:00","755.000","4.000","10.100","19.600","1.000","927.700","-99.000","10.500","16.400","360.000","","21.800","","19.100",""
"C0X170","2019-09-18 17:00:00","50.000","38.000","2.300","30.100","0.660","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.200",""
"C0K291","2019-09-18 17:00:00","8.000","5.000","9.700","28.100","0.740","1006.300","-99.000","0.000","17.200","358.000","","30.500","","24.900",""
"C0D480","2019-09-18 17:00:00","223.000","0.000","0.000","23.000","0.930","985.900","-99.000","1.000","-99.000","-99.000","-99.000","27.400","","22.500",""
"C0F0C0","2019-09-18 17:00:00","983.000","0.000","0.200","21.900","0.980","900.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","18.900",""
"C0U860","2019-09-18 17:00:00","5.000","30.000","3.600","26.800","0.670","1011.500","-99.000","0.000","9.000","47.000","","31.100","","26.000",""
"C0UA50","2019-09-18 17:00:00","808.000","310.000","3.100","19.100","0.990","922.600","-99.000","2.000","11.300","303.000","","24.300","","18.000",""
"C0T960","2019-09-18 17:00:00","120.000","9.000","1.200","26.800","0.730","996.200","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","20.600",""
"C0SA80","2019-09-18 17:00:00","136.000","82.000","2.000","27.600","0.760","992.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","21.600",""
"C0E780","2019-09-18 17:00:00","160.000","269.000","1.200","26.400","0.680","990.300","-99.000","0.000","6.700","65.000","","30.700","","23.800",""
"C0F9Q0","2019-09-18 17:00:00","149.000","21.000","12.100","26.700","0.720","989.500","-99.000","0.000","21.700","45.000","","30.800","","24.200",""
"C0F9X0","2019-09-18 17:00:00","166.000","36.000","9.800","26.700","0.690","989.300","-99.000","0.000","19.400","28.000","","30.200","","24.200",""
"C0F0D0","2019-09-18 17:00:00","3171.000","338.000","2.600","8.100","1.000","698.300","-99.000","0.000","-99.000","-99.000","-99.000","18.400","","8.100",""
"C0S730","2019-09-18 17:00:00","110.000","25.000","16.000","26.900","0.800","994.800","-99.000","0.000","23.200","28.000","","27.900","","26.100",""
"C0T790","2019-09-18 17:00:00","2830.000","66.000","0.400","12.500","0.850","727.200","-99.000","0.000","-99.000","-99.000","-99.000","20.200","","8.900",""
"C0M830","2019-09-18 17:00:00","540.000","4.000","1.100","26.300","0.870","948.400","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","21.700",""
"C0V750","2019-09-18 17:00:00","50.000","225.000","2.900","29.600","0.820","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","25.400",""
"C0K530","2019-09-18 17:00:00","12.000","24.000","10.200","27.500","0.720","1005.900","-99.000","0.000","20.700","6.000","","28.900","","25.900",""
"C0G850","2019-09-18 17:00:00","62.000","359.000","4.700","31.000","0.640","999.100","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","25.600",""
"C0M780","2019-09-18 17:00:00","30.000","21.000","2.700","28.700","0.700","1003.800","-99.000","0.000","9.500","24.000","","33.100","","23.700",""
"C0V360","2019-09-18 17:00:00","94.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K510","2019-09-18 17:00:00","10.000","5.000","6.400","28.400","0.710","1005.000","-99.000","0.000","12.800","334.000","","31.200","","24.500",""
"C0D650","2019-09-18 17:00:00","97.000","52.000","5.500","26.000","0.690","1000.700","-99.000","1.500","12.700","52.000","","27.900","","23.700",""
"C0V630","2019-09-18 17:00:00","19.000","5.000","3.700","29.700","0.640","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0U910","2019-09-18 17:00:00","17.000","294.000","4.000","25.900","0.760","1010.200","-99.000","0.500","-99.000","-99.000","-99.000","29.400","","24.200",""
"C0U600","2019-09-18 17:00:00","10.000","18.000","1.600","25.100","0.810","1010.800","-99.000","1.000","-99.000","-99.000","-99.000","30.000","","24.500",""
"C0G820","2019-09-18 17:00:00","29.000","7.000","1.400","30.500","0.630","1002.500","-99.000","0.000","8.200","14.000","","33.800","","24.600",""
"C0R590","2019-09-18 17:00:00","72.000","202.000","3.400","29.300","0.750","998.500","-99.000","4.000","-99.000","-99.000","-99.000","32.300","","25.100",""
"C0A9E0","2019-09-18 17:00:00","26.000","26.000","4.200","27.000","0.590","1009.900","-99.000","3.500","11.600","82.000","","29.300","","24.700",""
"C0R480","2019-09-18 17:00:00","57.000","188.000","1.800","29.600","0.660","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.000",""
"C0X300","2019-09-18 17:00:00","70.000","19.000","1.000","29.100","0.720","998.600","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","23.100",""
"C0U970","2019-09-18 17:00:00","7.000","340.000","1.800","26.500","0.690","1012.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.100",""
"C0M750","2019-09-18 17:00:00","10.000","14.000","8.900","28.000","0.720","1005.500","-99.000","0.000","14.500","20.000","","30.700","","24.900",""
"C0I110","2019-09-18 17:00:00","161.000","32.000","2.800","29.700","0.620","988.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.900",""
"C0V370","2019-09-18 17:00:00","74.000","233.000","0.500","28.500","0.800","998.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","23.700",""
"C0C690","2019-09-18 17:00:00","242.000","58.000","3.900","24.300","0.670","985.100","-99.000","8.000","12.700","56.000","","26.200","","22.200",""
"C0A540","2019-09-18 17:00:00","401.000","0.000","0.100","20.700","0.980","966.400","-99.000","11.500","-99.000","-99.000","-99.000","22.700","","20.700",""
"C0H950","2019-09-18 17:00:00","192.000","298.000","1.300","30.100","0.650","986.000","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","22.500",""
"C0O960","2019-09-18 17:00:00","112.000","354.000","0.900","28.500","0.740","994.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","23.300",""
"C0AH10","2019-09-18 17:00:00","30.000","55.000","2.900","27.300","0.650","1007.900","-99.000","2.000","10.000","26.000","","28.800","","24.800",""
"C0R680","2019-09-18 17:00:00","13.000","54.000","3.600","28.500","-99.000","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.200",""
"C0X210","2019-09-18 17:00:00","38.000","338.000","5.100","28.800","0.720","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.000",""
"C0D430","2019-09-18 17:00:00","87.000","47.000","1.000","26.000","0.730","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.500",""
"C0AD30","2019-09-18 17:00:00","20.000","39.000","3.700","27.300","0.600","1008.200","-99.000","0.500","-99.000","-99.000","-99.000","30.200","","25.200",""
"C0R240","2019-09-18 17:00:00","87.000","23.000","0.800","27.700","0.890","996.800","-99.000","0.500","-99.000","-99.000","-99.000","32.000","","23.900",""
"C0AI30","2019-09-18 17:00:00","26.000","28.000","5.200","27.100","0.660","1010.100","-99.000","2.000","12.100","49.000","","29.400","","24.900",""
"C0U960","2019-09-18 17:00:00","1885.000","1.000","6.600","14.200","0.990","814.200","-99.000","3.500","13.800","23.000","","17.300","","11.200",""
"C0T9E0","2019-09-18 17:00:00","415.000","25.000","4.000","23.900","0.790","964.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","21.400",""
"C0D550","2019-09-18 17:00:00","1956.000","0.000","0.000","15.300","0.940","810.400","-99.000","0.000","-99.000","-99.000","-99.000","22.000","","13.200",""
"C0C630","2019-09-18 17:00:00","209.000","91.000","2.400","23.400","0.850","988.800","-99.000","1.000","8.600","86.000","","27.500","","23.200",""
"C0A560","2019-09-18 17:00:00","405.000","295.000","1.400","21.400","0.980","966.500","-99.000","12.000","-99.000","-99.000","-99.000","25.100","","19.500",""
"C0X190","2019-09-18 17:00:00","10.000","8.000","3.100","29.400","0.730","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.900",""
"C0S950","2019-09-18 17:00:00","415.000","68.000","2.900","25.600","0.760","961.800","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.900",""
"C0A880","2019-09-18 17:00:00","6.000","2.000","2.500","25.800","0.740","1009.900","-99.000","5.000","9.300","352.000","","28.000","","23.000",""
"C0I530","2019-09-18 17:00:00","3014.000","39.000","5.800","11.300","0.790","701.900","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","9.000",""
"C0M670","2019-09-18 17:00:00","43.000","352.000","3.500","29.100","0.690","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.200",""
"C0Z061","2019-09-18 17:00:00","174.000","324.000","1.800","26.800","0.760","992.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","20.800",""
"C0M730","2019-09-18 17:00:00","40.000","348.000","2.500","29.600","0.960","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","24.500",""
"C0U750","2019-09-18 17:00:00","398.000","30.000","8.200","22.500","0.840","966.600","-99.000","1.000","16.700","13.000","","24.000","","21.100",""
"C0A650","2019-09-18 17:00:00","287.000","39.000","1.100","22.000","0.970","980.300","-99.000","11.000","7.700","45.000","","24.800","","21.700",""
"C0K400","2019-09-18 17:00:00","65.000","354.000","4.400","29.300","0.690","999.800","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","24.000",""
"C0I370","2019-09-18 17:00:00","671.000","226.000","1.800","27.400","0.630","934.000","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","21.000",""
"C0S750","2019-09-18 17:00:00","2280.000","0.000","0.000","14.800","1.000","772.300","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","10.700",""
"C0R650","2019-09-18 17:00:00","29.000","220.000","1.700","30.300","0.630","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.000",""
"C0E740","2019-09-18 17:00:00","27.000","60.000","3.300","27.400","0.670","1006.100","-99.000","0.000","10.000","18.000","","31.100","","25.200",""
"C0AI20","2019-09-18 17:00:00","25.000","31.000","14.600","26.700","0.630","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.100",""
"C0E550","2019-09-18 17:00:00","84.000","54.000","6.800","26.200","0.710","1001.000","-99.000","0.000","18.300","35.000","","29.700","","24.600",""
"C0X060","2019-09-18 17:00:00","19.000","357.000","5.300","28.900","0.710","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","23.300",""
"C1R320","2019-09-18 17:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-18 17:00:00","31.000","213.000","2.600","30.500","0.600","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.000",""
"C0AC60","2019-09-18 17:00:00","55.000","0.000","0.200","25.800","0.810","1006.100","-99.000","1.000","6.600","97.000","","30.300","","24.200",""
"C0UA70","2019-09-18 17:00:00","547.000","48.000","7.000","21.300","0.990","951.700","-99.000","1.000","17.700","53.000","","23.800","","20.200",""
"C0G740","2019-09-18 17:00:00","24.000","8.000","5.800","27.800","0.710","1004.200","-99.000","0.000","14.000","344.000","","30.100","","25.800",""
"C0F9N0","2019-09-18 17:00:00","75.000","360.000","2.200","31.100","0.570","998.200","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","25.400",""
"C0F9T0","2019-09-18 17:00:00","111.000","338.000","4.500","28.300","0.620","994.900","-99.000","0.000","12.300","1.000","","31.700","","24.900",""
"C0S710","2019-09-18 17:00:00","382.000","27.000","3.800","24.900","0.740","967.000","-99.000","0.000","10.800","15.000","","28.900","","20.300",""
"C0M680","2019-09-18 17:00:00","37.000","3.000","2.600","28.800","0.720","1004.200","-99.000","0.000","9.000","355.000","","32.500","","24.100",""
"C0X220","2019-09-18 17:00:00","26.000","169.000","5.700","28.100","0.720","1003.900","-99.000","0.000","13.800","172.000","","30.900","","24.200",""
"C0F9P0","2019-09-18 17:00:00","26.000","36.000","6.600","27.700","0.710","1005.500","-99.000","0.000","13.900","29.000","","29.400","","25.700",""
"C0O970","2019-09-18 17:00:00","71.000","32.000","0.900","28.800","0.760","999.200","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","22.400",""
"C0F0B0","2019-09-18 17:00:00","311.000","13.000","3.100","26.800","0.700","972.800","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.000",""
"C0R700","2019-09-18 17:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-09-18 17:00:00","34.000","38.000","4.600","28.300","0.760","1004.000","-99.000","0.000","11.800","32.000","","29.400","","26.600",""
"C0C660","2019-09-18 17:00:00","176.000","52.000","4.600","25.500","0.710","992.200","-99.000","6.000","10.900","64.000","","27.600","","23.600",""
"C0SA10","2019-09-18 17:00:00","411.000","101.000","0.800","25.300","0.770","962.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","21.500",""
"C0M740","2019-09-18 17:00:00","15.000","12.000","3.500","28.600","0.710","1004.500","-99.000","0.000","11.600","349.000","","32.400","","24.200",""
"C0K460","2019-09-18 17:00:00","60.000","5.000","6.500","28.900","0.660","998.900","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.300",""
"C0X100","2019-09-18 17:00:00","10.000","353.000","5.400","29.800","0.620","1003.900","-99.000","0.000","11.000","350.000","","32.600","","25.200",""
"C1R440","2019-09-18 17:00:00","1654.000","45.000","1.700","16.800","1.000","832.000","-99.000","0.000","-99.000","-99.000","-99.000","19.600","","14.400",""
"C0K560","2019-09-18 17:00:00","117.000","3.000","2.200","29.700","0.620","994.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","23.300",""
"C0R150","2019-09-18 17:00:00","105.000","215.000","0.400","28.800","0.780","994.200","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.700",""
"C0S690","2019-09-18 17:00:00","522.000","28.000","1.100","24.100","0.820","950.500","-99.000","0.000","-99.000","-99.000","-99.000","35.800","","21.000",""
"C0U870","2019-09-18 17:00:00","474.000","339.000","0.900","21.400","0.880","960.100","-99.000","1.500","7.900","328.000","","25.900","","21.300",""
"C0A520","2019-09-18 17:00:00","48.000","49.000","1.100","26.100","0.730","1007.200","-99.000","1.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0X130","2019-09-18 17:00:00","27.000","14.000","2.500","30.100","0.760","1003.300","-99.000","0.000","8.300","344.000","","33.300","","25.000",""
"C0V400","2019-09-18 17:00:00","56.000","236.000","2.800","29.600","0.750","999.700","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.900",""
"C0UA40","2019-09-18 17:00:00","1121.000","44.000","5.700","17.800","0.990","889.500","-99.000","3.000","11.500","43.000","","22.000","","16.200",""
"C0G720","2019-09-18 17:00:00","50.000","4.000","4.100","29.000","0.630","1000.500","-99.000","0.000","11.400","351.000","","31.600","","24.400",""
"C0G890","2019-09-18 17:00:00","24.000","14.000","8.900","28.100","0.740","1004.400","-99.000","0.000","20.400","11.000","","30.000","","25.900",""
"C0I540","2019-09-18 17:00:00","3344.000","102.000","4.000","12.400","0.210","683.600","-99.000","-99.000","9.100","97.000","","18.000","","9.100",""
"C0K390","2019-09-18 17:00:00","31.000","30.000","4.900","28.700","0.670","1003.300","-99.000","0.000","10.600","24.000","","31.700","","24.200",""
